"","W","R","X","Y"
"1",1.34507795599242e-13,-1.71626531185882,1,7.2476952432825
"2",3.02057423903344e-10,2.30794350631894,1,1.06526140865515
"3",7.15297647439794e-32,-6.82132155061993,1,6.61114138227121
"4",1.06369324382797e-08,5.15320444234192,1,8.09809705958689
"5",2.06715490895112e-11,6.33221015693781,1,1.30315821317828
"6",5.0613930194292e-25,3.7133657042385,1,3.15767550943838
"7",2.21404694612413e-13,1.12162522638362,1,2.73271054746694
"8",5.47394505287102e-56,-6.33451457708914,1,9.28941082322516
"9",4.70889402140353e-113,3.62166026524052,1,7.34562878035983
"10",5.51395866551187e-16,-10.2646166572656,1,5.78964999394783
"11",2.99530846056374e-13,7.95967763721101,1,-3.40081632611651
"12",0.0752690032056376,-7.49977697642958,1,2.2206088748269
"13",1.83303809258675e-54,11.4615129998781,1,2.18623070449408
"14",1.24276588443441e-16,-6.92855707190899,1,-11.4681457169766
"15",4.59100547793328e-18,-3.62343231512338,1,-0.686549022076678
"16",1.40828467595578e-49,-8.33885712422312,1,1.41580905189456
"17",0.000163908121734996,6.18763356231367,1,-5.68060355558713
"18",0.190032099576117,0.795424944907018,1,-9.81709872539837
"19",5.45302735340752e-55,-8.04561543501134,1,1.70815382467751
"20",5.93635988321063e-10,1.44072871864612,1,6.86723588497881
"21",14.3055352901838,8.36392228738423,1,7.72319383439399
"22",4.71272266322814e-15,-9.74011210146537,1,-5.93244018993119
"23",8.88093864000681e-12,-0.771774769520647,1,0.636997939438337
"24",0.00378118471109154,-1.67843776175862,1,-3.693309928003
"25",3.49309295763233e-28,3.89414386223063,1,9.97604816506355
"26",2.36133017105332e-27,-5.44028334330758,1,2.98136653029669
"27",7.83647178220421e-27,0.573225153823022,1,2.09194760354619
"28",1.29350651280009,3.18583713591431,1,5.71078271659896
"29",3.55027469927454e-138,0.885862174249095,1,4.87926249052334
"30",3.78253229214294e-11,-3.97912353195324,1,-3.87803098637586
"31",6.5516710794754e-26,-1.23297451914857,1,-4.07612289619257
"32",1.18912871500663e-12,4.56686865237283,1,-6.35158748445417
"33",5.36290233428644e-13,11.216761962203,1,0.689459187471451
"34",7.97113182265017e-10,15.7165237928651,1,-7.96006660061362
"35",4.86119374054975e-21,-4.24977161662003,1,-2.43195744365151
"36",8.19116899482136e-90,3.49897517990861,1,2.82751137775458
"37",2.20199147518131e-114,-0.52976203940174,1,14.6007627330339
"38",7.92379057707044e-41,-6.92642606262993,1,3.54555412627239
"39",1.14550007444836e-08,-8.90604836336124,1,-1.07010006303716
"40",1.2530648034196e-05,-5.55669954591602,1,-1.48580710312588
"41",6.85614611139225e-31,8.27639736078068,1,4.31544825640755
"42",2.01523019644845e-22,-1.20175925038573,1,-2.0017903492105
"43",0.0267989689967786,-4.93062048609609,1,5.95236446528028
"44",7.10488604392098e-13,2.43275576499911,1,0.531368401896851
"45",9.25439986774969e-49,13.7512439240598,1,8.07397949148947
"46",3.37278184733615,13.074613979342,1,4.71114271240645
"47",3.49087709586294e-79,-2.55115628911263,1,-0.922519900834796
"48",0.12261831554061,-4.11767343780015,1,1.57317507484236
"49",6.73000183285079e-102,-3.46385723020101,1,3.62083016386709
"50",1.43128618902091e-21,8.69945182778688,1,0.348660200564718
"51",1.90134436321361e-88,5.64393167261128,1,9.26301924615161
"52",0.00300356829267588,1.0773927856865,1,6.22445981328122
"53",2.21591871849734e-06,-10.4638642295085,1,-1.261355097951
"54",0.000408753843037564,6.15130462603787,1,0.810826743772142
"55",1.03870969699575e-24,12.1391274614357,1,-2.88974612517217
"56",1.69285369730781e-17,-3.93287450450036,1,7.07829925581074
"57",4.00589782314455e-11,5.03664710970426,1,-5.84335861826117
"58",7.09121626030578e-24,3.24765927987527,1,6.64154046104034
"59",7.23958457829834e-11,3.53197051193106,1,3.32659128777761
"60",1.02815638100255e-25,-2.34955551403055,1,2.53243259201353
"61",7.5172471202505e-08,3.10199580265354,1,4.2487773697765
"62",5.42861488501239,-8.4453005482928,1,-5.45226725616222
"63",5.32093292203882,3.26887758586374,1,-9.33094930522125
"64",4.21033368756813e-71,3.72176433233632,1,11.884416015635
"65",2.96327077193971e-08,1.39307368459353,1,2.17306197040485
"66",9.11199927500578e-13,-0.561735166653126,1,3.61454123870433
"67",2.88222673986741e-12,-1.34897468578148,1,9.31036392180205
"68",1.03005689537047e-80,0.0651675609004838,1,3.50260346901125
"69",8.76495571780905e-16,0.156760072061373,1,-9.26995319970978
"70",2.06275112094437e-76,-3.29938905482233,1,5.90420079842841
"71",6.64764538974949e-08,17.5596286567492,1,-6.44806619273752
"72",2.85746107261256e-50,1.36448937488649,1,12.6086752810966
"73",2.5166665890632e-16,-12.2726030933738,1,9.90089714431268
"74",8.58039768957112e-21,-3.94210642547216,1,0.729323277673618
"75",0.000359973147949728,-4.81875101937655,1,-3.51390664250667
"76",8.32295961342014e-16,0.164225143198684,1,0.479342881857153
"77",6.96104804992205e-16,-5.52463955364937,1,-3.28493309004254
"78",1.56916748500085e-19,5.85103126205015,1,-8.54126494490192
"79",2.54338902817584,-0.851400389927796,1,5.45380974214464
"80",4.37531101071252e-08,-3.64742689306236,1,2.60157039119054
"81",5.32596295524217e-09,10.3884221560315,1,-2.58836324587819
"82",5.88345367234714e-27,6.09586727228053,1,-1.86146233151594
"83",2.1360895373721e-09,2.69988406958711,1,-3.21176503882622
"84",4.85457845918276e-25,-4.28424823902229,1,3.39317854372005
"85",1.69054854571622e-62,-1.44347022271823,1,-0.171462420056701
"86",0.000228668449862997,5.5289849202541,1,5.57050730279459
"87",1.03608733494252e-34,15.0333817973979,1,7.37529783000345
"88",2.25760999356942e-14,-3.50291370793743,1,8.63377594333894
"89",0.890256406310481,-8.69682063024695,1,-7.38015376894983
"90",3.99936925589568e-12,-6.07451520161367,1,2.90970808296807
"91",0.00462533596775313,-4.70225614364113,1,11.4074008553238
"92",0.0121014260093103,-1.17859187957508,1,-4.62718432438244
"93",2.51557413389208e-21,-9.42089413197946,1,6.45757297103055
"94",0.982991817773456,-1.32853649425603,1,5.97875399251708
"95",1.58731975840053e-05,-5.75864653413271,1,1.51607111082018
"96",0.0748416589304226,-1.54270205389531,1,-4.07198663041102
"97",2.42430295644884e-42,1.75855926562441,1,4.68307947347384
"98",1.01349513368562e-25,-3.564001364316,1,8.1074585446294
"99",1.75005315908181e-58,5.19844782196866,1,0.543483953467246
"100",7.85005796467495e-05,2.06635559904726,1,3.89017167334476
"101",6.84946484859025e-22,-5.60172349060846,1,3.79520987665974
"102",8.21447307078331e-34,-4.80184440527271,1,0.140235383443049
"103",2.61145764881733e-88,-0.352100704667508,1,7.25660521089468
"104",0.000215186358850773,3.41876648347124,1,6.10358845667203
"105",9.31618635542381e-44,6.3214902857512,1,-9.21128585502601
"106",2.50389939340706e-18,2.78741413268972,1,3.97676641359334
"107",1.46620603444216,-1.51040259563769,1,-0.348493489961173
"108",5.42444475876549e-20,-9.03345680397943,1,8.16759444181976
"109",0.0335734423233887,-7.24674040972119,1,-5.960494035221
"110",1.39174078521878e-13,1.36406402301453,1,-5.21126172993611
"111",1.39587731555865e-98,-3.58215995987355,1,9.24204274305733
"112",8.67824388209676e-26,7.78061487875166,1,4.4425250570125
"113",0.000175895973297618,2.236798665252,1,5.32464170753349
"114",5.70174507045528e-16,-2.8253005053018,1,0.146269803357153
"115",9.95203857191293e-06,-3.75402129165882,1,-2.01375470904394
"116",4.06289763888536e-67,3.3262512403139,1,4.05321345629373
"117",0.000391421748811667,-4.41494122751151,1,4.88403685277944
"118",2.98470525435342e-27,-0.099773038062506,1,-1.91062644840918
