"","W","R","X","Y"
"1",1.37829628636407e-79,-0.329351933855693,1,0.106390824138803
"2",1.68395056216612e-18,1.93274688900158,1,11.1909772109373
"3",8.53412634294337e-47,-8.27197897416597,1,2.31297432715981
"4",1.72415723064062e-77,8.22958101422408,1,-1.43031546308385
"5",4.98145404806281e-57,-2.54362991816166,1,7.71631133994659
"6",4.82585623025884e-07,-7.84243650418886,1,3.07371489904456
"7",7.69648039872308e-11,-4.98523426949669,1,0.770530119896141
"8",2.82743224972958e-165,-6.2423350212125,1,11.2508441681475
"9",4.08629626096353e-13,5.1180932522791,1,-10.1336535957249
"10",0.00134147119589088,6.73512376667671,1,3.3835625209446
"11",4.08061722985877e-48,-3.28070246192057,1,-1.32795193853871
"12",4.86906323484832e-19,-3.29783771434228,1,4.51697152483197
"13",1.41229130402895e-49,-3.62909420445218,1,11.2720901519102
"14",2.88241909705697e-19,-5.7667949030716,1,-0.289476976273584
"15",0.000290557728368773,-1.23807188433111,1,1.23730844295675
"16",9.09368976035823e-52,-1.57000128928954,1,4.68502156822309
"17",6.25167055050238e-46,-9.44007728249409,1,-3.10445757910171
"18",1.57810397473975e-39,-4.84375056226101,1,8.63929001479328
"19",9.98505910914062e-06,6.77986160621599,1,3.88459422689394
"20",1.24786715432339e-151,-7.19106832334812,1,7.10836130237476
"21",1.29889036515409e-146,-5.43632604298293,1,10.7705396512383
"22",1.47974582233274e-21,-6.56815779303783,1,-3.60759427757753
"23",9.38666668566485e-50,0.842484077625046,1,16.1524777306039
"24",7.74960011627824e-60,2.4806075509245,1,6.11892834381221
"25",0.204093241670392,7.74188513166316,1,-12.5117320746292
"26",3.30066902524343e-46,-3.49239568657851,1,-4.82697063731428
"27",6.12984788684851e-07,-7.92180368815681,1,0.932833278361247
"28",3.98965334048854e-07,-1.33926934939944,1,-2.76409120447187
"29",4.25821490138252e-20,-3.73654700202155,1,-8.32755162757185
"30",1.32962951597448e-21,-1.00899283313157,1,-7.17286006258991
"31",1.41284994552197e-38,-2.03404499138725,1,12.1468158148641
"32",1.51587551387622e-05,-2.12765105795481,1,-1.19592375246668
"33",1.33705571055653e-07,-2.14786680402163,1,4.25323721951167
"34",1.47786201047899e-31,-4.63712027211743,1,5.13364047964101
"35",1.74597995910524e-14,11.3536709547226,1,-2.94489024590925
"36",2.75478776033407e-06,5.06765429191917,1,2.65054781329797
"37",6.05900193172961e-15,-9.33029232901948,1,-0.250317973805522
"38",1.24449209071465e-73,2.01921567176326,1,3.36946064230319
"39",7.73334398839659e-07,-8.92388351779618,1,-5.51161938336991
"40",6.02752013559484e-16,-1.25738360354385,1,1.54077937213063
"41",1.55229615945822e-22,-8.62804992753983,1,3.28230166518167
"42",0.407954899624481,1.79456530064295,1,5.2833935460468
"43",1.19828213359837e-37,-7.38016079160638,1,5.97816349024708
"44",7.61844116457904e-09,0.852592268978336,1,0.679088006355144
"45",9.07153323968308e-74,8.97365208097122,1,1.43183153042936
"46",9.94221220521017e-53,1.77956147374968,1,5.54986172758875
"47",9.70587668468395e-14,0.49292735776597,1,0.658070063452544
"48",3.01040512894153e-56,6.99502223144285,1,2.74560996308281
"49",5.16430910787059e-20,8.31037880253196,1,3.96796235857134
"50",6.08578694316681e-10,4.28441772422464,1,-4.19002732439364
