"","W","R","X","Y"
"1",3.38296407998505e-15,4.16256267899231,1,9.61401018239863
"2",0.0132281621191524,-3.84206063971509,0,-2.01870768909154
"3",1.29251719197992e-27,-2.39102808182386,1,-2.47310705570665
"4",3.71994048417686e-11,0.143607108721515,1,7.25367200404922
"5",3.4979874080494e-12,6.37740016161325,1,-5.94228653137926
"6",8.69128426140273e-51,-7.08945591764812,1,-8.34485053101523
"7",2.99302249760948e-55,-5.18974618360448,1,7.40833070091925
"8",2.50334699118954e-152,9.82960347831307,1,11.5854242173643
"9",7.62224140408256e-79,-0.541283920362153,1,17.418608582246
"10",0.00010413625571492,-3.51484242957932,1,2.63725863441823
"11",1.42780054981214e-07,7.93135820005559,1,1.90224572873965
"12",1.54719895063612,-0.513224548477656,1,4.35927314324941
"13",4.9915578254015e-29,2.74375871397277,1,-10.3442573715874
"14",1.93649639313287e-19,3.09964174447721,0,0.500300055239006
"15",3.68444388105949e-69,5.73636872977648,1,-6.52305630215365
"16",7.87383729885197e-77,2.61283790599661,1,-4.98201627935947
"17",7.2294821553353e-42,-5.99148152010567,0,3.23416859473483
"18",2.51407703330321e-35,-6.20009126289937,1,2.67228736341029
"19",0.0734658541820772,0.281235672755227,1,6.83144687190483
"20",5.8460816070886e-79,-0.917013763107099,1,3.28796412489027
"21",6.36325468375574e-05,1.94810720885188,1,-4.65518840048614
"22",1.34628094261398e-50,-1.38034209817326,1,-0.114003046507998
"23",6.5011837321464e-07,0.568771335867511,1,4.9725419478389
"24",2.22706050240958e-21,3.2188756995977,1,4.62126617865058
"25",1.2155069616581e-151,-7.27574601841956,0,1.12240966706802
"26",4.69238139967068e-10,-6.24664415991839,1,-8.48525744417262
"27",4.20636908169909e-53,5.59789093540298,1,2.67490654621198
"28",8.82518385393182e-13,-4.07689246396973,1,-1.34814284049018
"29",7.29991983858125e-31,-0.271462871756206,1,-4.65195204253968
"30",2.28469631648768e-06,-4.27930755372157,1,-5.23081742976311
"31",0.0013872179772288,-0.190317919303777,1,2.74735705073122
"32",1.94621091691576e-27,4.84661610681634,1,0.283368984341434
"33",3.29048454239245e-15,-0.99074644327244,1,-2.05979787122224
"34",3.66655978097586e-06,-3.70735787650455,1,-3.72008646129139
