"","EGFR","IGFR","SOS","Ras","PI3K","AKT","Raf","Mek","Erk"
"1",34.4774335576411,6.21014609380815,70,57,66,55,47,86,85
"2",41.1530780304358,5.18865716350023,70,56,67,61,29,77,87
"3",33.233524412117,6.96249867171125,70,53,64,56,37,77,85
"4",37.210428299282,5.13871193922853,70,59,70,61,38,84,92
"5",42.1343226181071,3.42137264562781,70,58,73,55,42,89,89
"6",35.191276055636,4.20297872883943,70,57,71,53,35,74,87
"7",35.5835008444992,6.2243538823335,70,64,66,51,42,78,89
"8",35.0938860624272,4.63466643999685,70,61,66,61,41,84,85
"9",36.1426790954015,4.83740971974615,70,64,75,55,35,87,89
"10",37.4143246744118,5.56047917937775,70,52,69,56,37,73,89
"11",40.6828910315604,4.13927437079029,70,55,67,61,46,79,87
"12",34.5946616360415,6.23863449181929,70,66,76,61,42,89,88
"13",33.7588221999178,5.76743574915881,70,58,69,65,36,74,88
"14",36.5273969316794,3.91259089414585,70,60,64,63,40,80,87
"15",33.7847198803663,5.06750377267278,70,60,71,48,41,75,91
"16",36.5830415783505,6.60514056502043,70,55,69,60,39,69,85
"17",35.2080607158612,6.2322294300139,70,58,66,60,38,81,92
"18",30.4480997197252,4.62088620528888,70,67,68,57,32,84,94
"19",37.7224517678101,3.65013341626062,70,65,67,63,45,85,90
"20",36.2219337797972,5.36491809963744,70,67,74,57,46,85,89
"21",39.7015358359998,4.63640507540017,70,64,67,47,49,78,88
"22",39.8256081816032,6.37465332460603,70,61,72,48,36,73,90
"23",41.4038857102591,5.29189573726271,70,61,66,50,42,78,90
"24",39.1202832686737,5.71059171027219,70,54,66,56,43,80,85
"25",39.4570267907865,4.06223908045783,70,63,62,58,41,82,88
"26",36.1195544538926,3.88593687257184,70,59,68,52,44,81,93
"27",41.2557672174578,5.63437195520193,70,57,64,60,30,78,87
"28",41.4963214822195,4.7688070979293,70,49,76,51,48,76,84
"29",35.028753716543,3.63180579645415,70,54,66,47,35,74,90
"30",34.441613679994,4.24509255379931,70,59,66,64,45,85,93
"31",37.9477451150844,3.87440335145757,70,54,62,57,29,79,92
"32",40.3290825029766,4.78064075272925,70,60,70,56,41,84,94
"33",43.6463817150342,4.86569204830424,70,55,67,58,43,78,92
"34",40.651310916872,4.18197938896081,70,63,69,57,37,77,91
"35",41.4376653599148,5.47233415666736,70,58,67,62,32,87,90
"36",39.8547214972536,4.1307438700279,70,53,68,66,27,80,93
"37",33.9714020621123,3.66771165853061,70,52,67,55,39,82,82
"38",30.9985817840861,5.07056286970449,70,65,74,56,52,82,90
"39",31.7134423826438,5.46409318636157,70,62,70,52,42,81,89
"40",36.5721756221348,5.28915849923549,70,49,71,64,38,80,96
"41",41.6501811084494,2.11505891709056,70,53,64,56,45,85,88
"42",34.5927304548557,2.66530822476124,70,60,65,56,43,83,89
"43",36.776263240352,3.26910895332322,70,61,67,56,44,88,87
"44",42.6870038641674,5.82500958638187,70,58,69,56,39,73,90
"45",35.6302931772387,3.95496044888289,70,52,59,58,33,78,91
"46",38.6866700879291,4.1228066260817,70,64,63,55,41,75,89
"47",34.3389744654657,4.5996101578484,70,58,68,57,38,85,90
"48",35.6192662714145,3.73181102777048,70,61,68,53,40,69,90
"49",34.8270145417976,5.13858639059962,70,65,64,43,39,69,84
"50",36.7923665324977,6.18357160432819,70,59,70,57,42,79,90
"51",41.389745688846,2.88944492701254,70,54,80,62,44,83,86
"52",37.5631782922994,5.26067610953686,70,54,68,65,37,86,90
"53",40.0660685839925,5.94556682569367,70,63,70,53,44,78,86
"54",35.2244955011469,4.38003938021426,70,63,65,47,32,77,81
"55",36.6633980348916,4.99089926050963,70,50,74,55,34,76,88
"56",34.2251407424029,5.52022542274955,70,61,72,54,48,79,91
"57",39.2599143948866,6.80625870789078,70,61,70,59,39,76,88
"58",36.6621727893909,3.08748010207985,70,65,68,60,43,82,83
"59",36.8077272153406,5.19928207507225,70,60,65,62,33,72,87
"60",37.6998258806373,5.27648495303824,70,55,67,60,42,78,92
"61",33.5902515905545,4.16372357264167,70,56,59,49,39,79,86
"62",39.5644912693854,7.02959741488453,70,63,76,64,36,75,91
"63",35.2648887431144,5.42910598656122,70,66,61,49,57,86,93
"64",38.4890846170905,6.06394786606598,70,61,64,56,43,74,90
"65",34.7198262081646,4.3941769469129,70,66,68,60,46,81,91
"66",35.9758411888017,6.07437304578307,70,51,76,64,29,76,90
"67",30.6930126385666,4.28765236010415,70,54,68,55,39,82,88
"68",36.0948931558933,4.82113986709951,70,61,66,59,40,81,93
"69",33.1828496734564,5.49976003903353,70,58,68,57,41,87,88
"70",36.1610016705723,4.80042885942533,70,55,65,51,32,70,87
"71",36.3877080375413,5.08989480452793,70,66,71,59,38,80,93
"72",36.3231574434479,6.00491005829577,70,55,67,54,54,82,91
"73",38.0410853560663,3.12705832740806,70,58,63,63,40,83,93
"74",37.0971035277938,5.52478453640175,70,62,63,60,34,76,96
"75",38.2405938690154,4.48537266290312,70,59,73,65,49,84,89
"76",36.5339545701239,6.21093256959222,70,58,61,48,38,62,88
"77",39.9204561774491,4.48720462290016,70,50,61,52,39,76,89
"78",37.3632704283204,6.09062565208529,70,60,68,56,36,77,86
"79",37.5675210744324,5.49184489573683,70,59,66,55,42,85,86
"80",35.3113447905221,4.75737102831269,70,58,75,53,38,79,87
"81",38.495248495004,7.11604724760423,70,58,62,59,33,68,88
"82",31.7730925199107,6.18863957278928,70,48,65,54,35,74,86
"83",39.9265872916111,5.89526119068914,70,64,71,51,50,83,85
"84",36.9277513817907,5.86854063706917,70,57,69,63,34,90,89
"85",39.0270534259422,6.65617796517327,70,62,61,54,30,75,90
"86",34.8690711848398,6.44563599225371,70,50,61,55,39,79,88
"87",44.1616979391322,5.74460042710776,70,57,69,60,40,77,89
"88",35.5797039634106,4.3098097819887,70,57,69,50,42,88,87
"89",36.7726823299997,4.20858823876294,70,58,68,61,44,80,89
"90",35.4344798305652,4.73791880935226,70,52,60,44,44,77,90
"91",39.7781414036871,4.59208289218603,70,49,67,51,41,87,85
"92",33.8127664851574,5.20131105563936,70,51,67,52,37,75,88
"93",38.6711015988939,4.26805251703214,70,55,69,53,48,80,93
"94",39.7021917547365,5.7291357168522,70,57,62,56,45,85,91
"95",39.9698370510646,5.32664860443374,70,52,66,69,33,76,85
"96",38.150824262739,2.29212211254687,70,62,68,51,43,84,85
"97",35.9602485589038,4.40786108957092,70,47,63,66,23,76,92
"98",35.3794322499867,5.50454369715725,70,61,68,50,42,84,90
"99",36.4523332201997,3.47730291886255,70,64,66,51,38,75,88
"100",36.8221010500187,4.64112480238112,70,53,69,60,35,75,88
"101",31.0138390965285,4.52987355306038,70,60,63,56,43,74,89
"102",40.4059338435129,5.46932238861063,70,59,65,57,41,80,89
