"","EGFR","IGFR","SOS","Ras","PI3K","AKT","Raf","Mek","Erk"
"1",36.7462417858869,4.06483526388395,70,63,68,57,43,81,94
"2",39.5212003767924,3.68167673477033,70,57,61,65,43,83,86
"3",35.609551683436,4.15647735467738,70,56,67,55,37,88,91
"4",35.3474949865589,4.81976293600937,70,53,72,60,42,80,79
"5",39.2081212963159,3.52648280614474,70,58,66,55,40,79,84
"6",36.6763557954795,5.29685511024759,70,57,70,49,40,77,92
"7",36.4891325505347,5.48360632547828,70,55,66,61,37,68,93
"8",33.7350048643914,5.06846645909443,70,63,67,64,40,77,90
"9",27.9668449726961,5.2888321460548,70,63,69,51,44,77,94
"10",35.2204770015963,6.31478137563317,70,61,65,56,42,75,89
"11",34.7206186110938,4.7044273127822,70,58,62,51,42,76,93
"12",37.8761495909821,4.93542156418019,70,52,74,62,44,77,92
"13",38.2641957837373,5.77628219048408,70,55,67,52,44,75,93
"14",33.1165327569973,3.92038937966631,70,62,65,59,43,80,88
"15",37.2078552665904,5.59214920781412,70,47,60,57,35,74,91
"16",34.5608845681839,5.32676266419058,70,63,64,55,38,81,79
"17",41.5325592170736,2.70414389273078,70,68,73,62,53,83,89
"18",36.1851733601203,4.59707128127869,70,58,71,63,31,82,85
"19",41.6747617858641,6.12590344878514,70,48,68,53,42,74,89
"20",36.2879503896864,6.06309273743403,70,56,78,52,40,84,93
"21",40.8493686467588,3.84360665185439,70,62,62,56,42,70,85
"22",36.9715310925342,4.04532899431989,70,60,69,56,37,87,89
"23",35.7997516550223,4.35764311712733,70,62,67,49,44,79,85
"24",37.0659568714636,4.87030849090576,70,54,63,56,35,75,92
"25",42.2283021435934,5.29582917069587,70,66,79,64,43,82,81
"26",33.6784775220819,5.82489951801843,70,61,70,60,47,85,89
"27",33.8185315525306,3.85116874998475,70,61,68,58,47,89,90
"28",42.8534839580729,6.58557394076257,70,60,71,54,37,77,93
"29",38.8081202278213,4.867153907155,70,51,66,50,40,74,94
"30",30.9381715574939,4.8811002688727,70,56,66,59,46,85,80
"31",41.5200266286266,5.11942669502383,70,51,69,56,29,78,88
"32",39.8911332675087,5.19349409237314,70,61,66,51,51,77,91
"33",32.3383257633672,6.46947244062976,70,54,67,55,40,76,82
"34",34.6790728638288,2.83960217220526,70,58,63,55,36,77,86
"35",40.7823338665773,7.30969114552158,70,53,65,55,34,78,92
"36",38.2853673366432,5.98458657197673,70,64,71,57,35,75,89
"37",39.5337506108686,6.51077365357538,70,57,65,51,39,78,96
"38",34.9025483436341,4.95549224623843,70,60,67,60,42,83,90
"39",36.8054131702484,3.84651898508023,70,51,68,63,39,83,87
"40",38.4129509362707,7.29414313762285,70,63,71,56,37,83,87
"41",38.0905018650543,5.53867139858061,70,54,65,55,47,88,93
"42",35.1563322724745,4.85364253849656,70,56,74,53,43,73,86
"43",37.6868478713289,4.02078138208821,70,52,61,48,38,72,85
"44",36.2138294987683,3.16882716839373,70,57,69,64,31,81,94
"45",38.8376679720761,6.87003599819738,70,62,73,54,42,83,88
"46",31.1271625221259,3.49697960829112,70,58,61,55,48,78,91
"47",35.0094775856061,7.3183185423337,70,60,66,60,44,77,92
"48",37.8513625463115,3.74371778841751,70,51,62,52,38,82,90
"49",37.8061538903467,4.06149648698646,70,67,64,58,45,83,88
"50",35.0796857785349,4.47321996143601,70,73,68,57,37,82,89
"51",40.2398537995476,3.26672194716899,70,60,60,57,36,79,87
"52",35.9045609775435,3.92127161968627,70,54,56,63,40,86,87
"53",38.7680961685044,4.63026042842191,70,54,65,55,45,78,92
"54",36.7117121589056,6.41862414170208,70,61,62,57,42,79,89
"55",39.9145232658341,4.03948461714124,70,66,74,55,39,80,88
"56",38.7354068341507,5.44457259694178,70,64,74,52,39,84,89
"57",34.6684794896888,5.92023142672821,70,70,66,54,36,79,89
"58",35.1974736532034,5.24841597634937,70,58,80,63,55,80,86
"59",32.5020417724714,4.74188222298648,70,62,62,53,47,78,89
"60",39.2624902738035,7.30061315107276,70,60,64,58,40,83,91
"61",38.6718829753772,5.06253522763895,70,62,67,61,48,87,92
"62",37.2846314373203,5.23111396440038,70,56,76,53,35,78,91
"63",31.6556757500247,6.51760850090181,70,55,61,51,44,80,91
"64",33.6736227599318,4.50125710619967,70,61,64,58,43,80,93
"65",36.1976566533498,5.00425284902896,70,55,69,53,42,79,89
"66",33.770040746852,5.35951630446135,70,58,70,55,32,81,89
"67",35.526544854362,7.0829658904333,70,46,63,61,37,77,95
"68",41.9175939665638,3.59196591808572,70,56,60,62,40,81,89
"69",38.1903310385985,6.21785049432011,70,58,63,61,37,83,89
"70",32.2057798208984,5.72179113884048,70,57,63,58,33,76,94
"71",32.5969294745685,4.79835348215385,70,59,63,65,41,76,94
"72",40.1204136624306,5.09536830676413,70,57,53,56,36,79,87
"73",39.3484929733995,2.9673727204228,70,62,62,52,39,75,83
"74",35.5687107383778,3.22422841496878,70,50,62,51,33,83,86
"75",37.282073918306,5.06602588485755,70,64,69,55,31,85,83
"76",38.7969380654435,3.77589600817034,70,56,65,61,38,68,89
"77",28.3081060937394,6.57845456721495,70,64,61,55,39,82,90
"78",38.7510900763974,4.79543199425165,70,57,72,58,39,79,95
"79",44.1282501050882,5.41332542911406,70,63,69,54,36,88,88
"80",35.0612138178181,4.64445562499259,70,62,72,58,40,78,86
"81",37.7292069361054,6.57818994525101,70,57,62,58,36,75,86
"82",34.631520371179,3.90710938916799,70,50,65,64,42,81,92
"83",33.7189017040359,4.23383830819264,70,54,61,56,38,80,86
"84",43.1338220948512,2.55919007867966,70,50,59,46,36,78,89
"85",31.9559989890985,4.33212502137365,70,52,65,50,35,80,95
"86",40.6458493938685,4.12220757406902,70,54,68,56,33,78,83
"87",36.7128294496273,4.75051257645623,70,57,62,60,40,77,91
"88",34.145816603008,4.08545619434764,70,60,78,60,46,81,90
"89",38.8037964749021,5.08087579855947,70,62,70,49,42,79,96
"90",27.9564182862625,4.91711552026398,70,57,65,50,46,85,95
"91",39.3084538098956,4.59357121098446,70,54,72,52,39,87,84
"92",41.7068259959381,5.69900714481956,70,63,70,65,33,79,90
"93",35.491849672652,5.4724467026969,70,63,68,54,46,82,81
"94",35.1463353388858,5.98195503539656,70,64,64,58,44,76,83
"95",32.9457040596731,3.55451053294637,70,52,62,48,36,81,85
"96",39.3072637244654,5.01650441446956,70,55,68,60,36,72,87
"97",37.9884073522233,4.80883817109016,70,54,69,50,38,80,82
"98",36.8675630291212,5.60615055582528,70,67,74,60,45,83,89
"99",35.0882881570705,6.1105918600815,70,59,68,57,43,80,92
"100",36.792151784965,4.97089020997928,70,65,70,61,47,83,89
"101",37.8905538338949,4.70766179220613,70,46,70,62,36,83,91
"102",31.2982792270221,6.47869192845375,70,54,62,49,44,82,92
"103",32.0579030939783,5.73176907037477,70,62,65,58,36,77,89
"104",31.6647837145826,3.80101022538196,70,51,73,55,38,76,80
"105",37.104830214996,6.51577157976636,70,53,65,55,27,69,91
"106",35.5163606796124,4.63178820504665,70,52,57,54,36,80,93
"107",38.8226347803436,4.38846708678104,70,53,61,47,43,85,90
"108",35.9069054586935,4.00592761339243,70,67,68,61,48,80,87
"109",37.5038030289862,5.22384502938821,70,59,65,65,40,80,91
"110",38.6998680001899,6.24460619659966,70,60,74,54,33,76,90
"111",36.5329582796151,2.85333494884863,70,61,68,53,41,87,91
"112",34.4860477388813,5.52658046527643,70,59,67,58,40,85,83
"113",38.6410434090859,4.86740716216412,70,61,59,57,40,81,91
"114",33.7358840287411,4.63669280336998,70,61,69,57,45,84,87
"115",41.3554214741602,4.10959246018118,70,69,73,66,34,77,92
"116",41.1609266097141,4.45583526901774,70,68,62,56,50,84,89
"117",37.7802640496526,4.5394626723069,70,55,75,62,48,87,90
"118",41.3308778274589,4.80189551892742,70,54,67,62,43,78,91
"119",33.4262761537366,4.94601268650345,70,56,66,55,44,82,87
"120",36.1048319310632,5.06713632408902,70,61,64,66,48,82,89
"121",33.5667716759904,6.37062114993661,70,58,64,64,32,75,85
"122",31.8353940453206,3.2873844561033,70,64,71,51,42,79,91
"123",35.8909434177873,3.45922815926442,70,53,67,53,40,78,86
"124",42.4662265330798,6.42855685416157,70,58,69,61,42,81,85
"125",38.4327694111675,3.80370150279974,70,55,65,59,33,82,84
"126",37.4216455761296,5.88030338566641,70,57,65,55,38,79,89
"127",31.8219266397169,3.31791756069648,70,45,59,58,40,77,90
"128",37.8295949699497,6.69888449584151,70,55,60,50,37,82,87
"129",32.9117209671143,4.84503839076217,70,63,65,53,38,81,86
"130",39.5062714207518,3.72599903160157,70,57,64,62,44,79,90
"131",43.6768696923232,4.4180545212653,70,62,65,56,35,74,91
"132",37.516800885473,4.5693393199502,70,51,64,50,39,75,86
"133",32.4982216478219,5.30444699422926,70,52,63,60,47,78,90
"134",32.9601479265358,5.33526169965177,70,60,65,70,45,78,84
"135",29.7967531367327,2.71574178036526,70,55,67,66,42,75,89
"136",39.3805612182213,4.12104641845499,70,57,67,54,43,76,88
"137",38.3316739926454,5.98105920776332,70,62,72,67,38,84,94
"138",38.5114782879192,5.74271559912152,70,57,63,63,38,78,84
"139",41.2842539614785,5.10056758545804,70,61,69,49,34,73,85
"140",31.5037391824554,5.16902020814444,70,57,61,54,39,80,88
"141",41.028348406857,5.34330655230896,70,63,75,53,41,80,88
"142",44.3168330110756,6.0319163202457,70,60,78,67,49,80,84
"143",39.0308083370855,6.61580763344685,70,60,66,60,34,80,87
"144",31.0930581223,2.94056460534036,70,64,65,62,41,77,88
"145",37.2411442667888,5.71146122899204,70,57,74,60,36,72,85
"146",34.8856923075988,4.80249016032593,70,56,68,58,37,87,89
"147",38.7917569594124,3.44001727879652,70,61,71,49,34,79,92
