"","EGFR","IGFR","SOS","Ras","PI3K","AKT","Raf","Mek","Erk"
"1",35.120638567773,5.89367370242551,37,47,60,62,38,75,93
"2",37.5509299726662,3.9527018509387,47,42,65,63,29,73,86
"3",34.4931141627699,6.97133738622415,53,47,63,44,38,86,90
"4",41.7858424064134,4.61636789371164,43,43,66,61,33,75,88
"5",37.9885233154461,6.65414530227499,39,43,65,46,40,85,92
"6",34.538594847646,6.51221269395063,42,47,66,55,39,73,88
"7",38.4622871572855,5.08296573358591,46,48,67,58,40,84,91
"8",39.2149741153877,5.5672209148515,54,54,70,61,45,73,95
"9",38.7273440549605,3.97545152046554,48,46,64,51,30,80,86
"10",36.0838348385309,5.32300650302244,43,52,61,57,44,87,91
"11",41.5353435053525,6.04361245835618,46,45,63,59,34,68,86
"12",38.1695297092343,5.0990784868972,46,44,56,60,34,82,89
"13",35.1362782583746,4.54586309084564,45,46,68,50,30,73,93
"14",30.3559003384675,4.34421814754956,41,35,55,55,23,82,83
"15",40.3747927544293,4.96407757737749,53,50,66,59,43,80,84
"16",36.8651991729543,6.0691614606768,47,47,60,61,39,72,87
"17",36.9514292107032,4.51602506969872,43,49,64,54,39,79,92
"18",39.8315086320559,4.87898988867256,50,47,60,54,34,72,86
"19",39.4636635852943,3.70585999617916,49,43,73,55,32,67,90
"20",38.7817039636525,5.49431283601486,45,43,71,55,43,75,83
"21",39.7569321148247,6.30790152011415,51,56,80,60,36,79,87
"22",39.3464089021932,6.49704100940278,50,47,63,61,38,79,91
"23",37.2236949500956,5.81470273089736,45,46,61,56,27,75,86
"24",31.0319449124099,3.13021120979739,41,57,52,50,44,81,86
"25",38.8594772436841,5.48202950412376,49,48,63,61,30,68,85
"26",36.831613781413,5.4561356033012,46,49,65,62,22,74,89
"27",36.532613479884,4.64659971417009,40,44,55,57,28,77,87
"28",32.5877428483022,5.17048947094798,44,45,65,49,32,78,91
"29",35.5655498346741,4.1359640458731,46,47,62,61,32,84,89
"30",38.2538246805991,5.67923077401566,44,55,66,55,36,72,90
"31",41.0760386545871,4.6728989853469,51,43,58,55,37,79,92
"32",36.691636817971,3.43091781485605,42,39,63,50,26,76,86
"33",38.1630148346781,4.63254924382952,46,46,59,52,39,81,92
"34",36.8385848782513,6.36443492906985,46,50,59,56,39,77,90
"35",32.8688213295142,4.66571863526884,26,45,59,63,27,82,87
"36",35.755016310101,5.7327500422091,41,53,59,53,30,67,83
"37",35.817130138869,5.94658564019779,47,55,67,62,37,75,88
"38",36.8220598098664,5.00439870432637,40,48,67,55,34,76,90
"39",40.3000761159516,4.64767769445015,51,50,66,58,35,79,91
"40",39.2895272453726,4.4703044908665,52,47,60,61,30,72,90
"41",36.5064292112392,5.7395892255748,38,49,65,53,40,78,85
"42",36.2399149595905,3.93654258451719,44,48,58,54,36,82,85
"43",39.0908901262142,5.2462108435364,52,44,71,54,29,78,94
"44",38.669989596021,4.71050063343569,57,49,66,59,36,78,95
"45",34.9337329163514,2.73511064351206,39,44,57,53,25,74,87
"46",34.8775145291136,3.59114954392681,45,48,50,51,40,73,84
"47",38.0937458864105,5.91601932879257,47,46,69,48,35,80,85
"48",39.3055987735463,4.8087210494648,54,54,64,49,35,71,86
"49",36.6629613635493,5.80328321613365,39,42,65,64,32,66,85
"50",39.6433231793626,6.8874744633086,46,52,66,66,33,80,89
"51",38.1943176411012,6.47388118110914,48,37,70,50,38,86,94
"52",35.1639208202477,5.677268492313,48,48,56,56,35,66,86
"53",38.0233590742733,5.37996268656674,47,42,65,57,34,76,91
"54",33.6119107117576,4.80720157354267,46,45,78,59,38,88,88
"55",41.2990711051031,6.5778917949044,53,55,72,57,39,73,88
"56",42.9411996955176,5.59623410931845,57,52,75,52,38,74,80
"57",35.8983355706005,3.82642305912864,47,39,55,51,37,80,91
"58",33.8675961210504,4.84435746510968,41,39,61,61,35,79,88
"59",38.7091588823272,3.08109017973016,51,47,65,53,29,75,90
"60",36.5948361883575,4.80474115388936,52,51,68,60,26,77,88
"61",44.2048532815143,2.40767233005401,38,44,64,52,34,72,88
"62",36.8822799918005,6.31400216719805,45,46,59,58,29,81,80
"63",39.0692180873523,4.36445699896786,45,47,63,61,37,83,92
"64",37.084006476342,4.57002116130581,44,43,67,69,37,85,92
"65",34.7701803733528,4.83068166769804,45,40,56,51,36,78,92
"66",37.566376898543,5.61221817398913,47,57,64,61,41,75,90
"67",31.5851241133269,5.6783401772227,41,40,61,50,27,83,88
"68",41.3966645846887,5.56795197247167,46,44,74,53,32,81,89
"69",37.4597600146357,4.42745739607387,34,45,67,47,39,81,91
"70",43.5178350110865,3.63670874372166,48,42,70,52,41,75,88
"71",38.426528586699,4.6112777556621,48,53,55,57,35,70,93
"72",34.8701607072346,5.27791413245054,42,55,64,49,33,76,89
"73",38.8321790604672,4.17691887842798,54,47,64,61,30,82,91
"74",34.1977071050672,4.93115906552154,49,51,65,56,30,79,90
"75",33.2390997992827,3.8323376738702,31,49,72,58,37,82,83
"76",37.8743387065524,4.99169098578439,46,49,69,53,43,81,93
"77",35.6701243803447,5.1288554015974,48,49,64,63,42,73,85
"78",37.0033160548949,4.854124371539,42,46,66,55,39,82,93
"79",37.223023972455,4.83608904326393,40,56,63,55,39,87,89
"80",35.2314371614358,6.76355200278492,53,56,73,61,31,77,90
"81",35.2939938015445,5.76258651241832,44,53,63,58,42,81,81
"82",36.5944641546285,6.11143108073063,44,51,63,60,35,80,84
"83",40.5342609897196,4.07679304717017,54,50,62,52,35,77,88
"84",32.4292995987107,5.16434183842796,34,40,62,57,40,85,90
"85",38.7818385628853,6.15482518709727,50,44,74,57,36,78,88
"86",37.9988511136406,4.94347857547351,55,46,72,58,38,76,89
"87",40.1892995118291,2.87063935176535,48,46,60,55,31,65,88
"88",36.0874482290971,5.34484576209946,46,49,49,52,33,77,89
"89",38.1100564297489,3.09504455441447,45,52,71,65,29,79,90
"90",37.8012963723167,4.18882984685978,40,51,56,47,35,80,88
"91",35.372439907025,6.3240043212996,39,43,66,57,33,80,87
"92",40.6236034179495,5.61563684930267,40,53,69,62,35,77,85
"93",40.4812078470849,6.09166895553536,48,49,64,55,38,78,89
"94",39.100640948545,5.30660486151363,39,52,65,75,34,83,90
"95",41.7605003636225,4.88984123751714,53,42,72,72,24,76,85
"96",38.6754592766959,4.07568722687272,52,45,66,61,36,79,91
"97",33.1702233746259,6.59291375371919,44,38,60,52,28,83,90
"98",35.2802037572893,5.04501059812188,38,55,58,65,38,77,86
"99",33.3261621553049,4.28487159933212,49,51,58,49,49,87,92
"100",35.5797980906821,5.86522309971714,41,42,58,55,33,71,81
"101",35.1388999683276,6.0744409582779,43,33,62,57,29,77,92
"102",37.1263476194327,6.89565477419858,46,49,64,61,40,71,84
"103",34.2672350543427,4.39700269639491,38,50,73,53,32,75,91
"104",37.4740863172122,4.60913217927686,46,41,70,52,27,64,89
"105",35.0362460682435,4.58377796846981,47,45,65,61,40,89,86
"106",42.3018618081179,4.62434257717961,51,54,64,64,36,74,89
"107",39.1501224280516,4.63336905429764,46,44,55,45,30,75,87
"108",39.7305226884857,4.70432254729911,47,44,63,59,37,86,90
"109",38.152556073479,6.44182041019987,55,56,59,53,35,81,90
"110",42.0465282415583,4.30246170808696,48,49,64,55,34,79,84
"111",35.0927906381531,4.61183249407864,46,53,65,51,33,73,86
"112",35.6150658089183,5.65253645217152,56,48,62,59,38,77,85
"113",41.296846715625,6.12477244653513,56,58,71,67,34,75,84
"114",35.0479109400689,4.22788919697607,44,42,65,49,38,75,93
"115",36.3778577691941,4.49191378386171,45,40,66,61,29,74,90
"116",35.821576211674,5.52362059049802,44,52,52,58,28,66,94
"117",36.0400213943545,6.01775422653797,51,46,75,47,39,78,86
"118",36.1626600910703,4.74883541191202,39,49,60,54,32,84,89
"119",38.4825649938035,3.57000655261139,45,53,61,53,33,68,87
"120",36.4680085531912,6.70912103210088,52,50,60,54,37,83,89
"121",35.4821276136572,6.43506957231162,50,49,57,53,25,74,93
"122",41.0291164755112,4.28962885415012,54,59,61,56,31,75,87
"123",36.3562617743594,4.93493242634442,38,43,62,59,33,75,89
"124",36.4613304098698,3.24053126463407,44,46,63,44,32,79,83
"125",36.6994277763593,5.5697229718191,48,50,63,57,32,88,85
"126",39.1379989211542,6.61234679820178,39,45,65,50,38,78,92
"127",36.779306787621,3.36271935289528,45,41,53,53,41,82,88
"128",36.8870974855989,4.22043148679825,43,48,65,55,42,67,86
"129",34.955018563733,4.35882306624944,38,47,63,55,32,77,93
"130",36.027189183261,4.31886860642884,47,45,60,49,30,76,91
"131",37.1804813213035,2.96671440438205,51,56,61,60,33,69,88
"132",35.233316541221,5.50096355924791,48,54,72,66,34,79,90
"133",38.5944885778977,3.46820186003426,41,48,60,60,35,81,90
"134",32.4448177546396,4.97500236072174,36,41,70,62,32,84,85
"135",37.9196735823693,5.59298472102529,41,48,73,54,34,81,90
"136",32.3906505293872,4.80180457851536,44,46,53,55,40,84,87
"137",36.0970716194902,5.89200839247353,49,51,68,56,38,68,86
"138",35.415160286665,4.97428492908185,45,48,60,44,37,83,92
"139",35.043715657957,4.35233954941434,39,42,62,51,41,82,93
"140",36.8293096664578,5.64635941503464,39,47,64,60,28,88,90
"141",31.25692172296,4.56616725997041,42,45,64,59,36,77,91
"142",40.5297499360557,6.7726111849785,45,53,65,58,36,88,85
"143",32.005082691364,4.98174028883699,44,37,67,51,36,79,85
"144",35.6094087955828,5.85281499360053,50,55,61,58,40,77,83
"145",33.6522396848715,5.20516290324403,47,59,68,59,41,77,89
"146",34.7475429964197,1.99195140107952,42,36,52,58,23,71,84
"147",43.261499636885,3.63388806867102,48,52,64,57,34,70,90
"148",37.0521868590798,4.57589773985519,44,49,59,55,43,82,91
"149",33.141098408697,5.23680366374556,38,45,66,65,32,76,90
"150",32.0781833967443,2.65727687964104,39,48,55,58,33,78,86
"151",38.350561303818,5.96169663338071,56,52,65,58,33,80,89
"152",36.9443205018561,4.39557426614556,48,49,63,58,39,81,90
"153",36.0457948763685,4.24712272063709,48,54,54,52,37,77,88
"154",34.2119135576389,3.44438840745575,38,43,53,50,36,79,88
"155",32.5376190695755,3.54610626199894,42,50,58,55,31,79,90
"156",33.774423110153,5.05633183605441,45,47,65,48,34,85,91
"157",40.0000864111417,5.50936940667389,48,45,55,55,39,79,89
"158",35.1361999156095,2.9021170402157,43,46,59,56,33,84,86
"159",32.8467194578465,3.99563802055067,50,55,59,62,35,83,88
"160",42.6078718672707,5.53577172225259,43,47,69,54,36,81,90
"161",38.2753011321173,4.54696291535008,49,53,67,62,29,73,86
"162",36.2840586972609,7.16536850181726,51,45,67,65,28,81,91
"163",40.1754491461271,6.24574667274811,50,51,70,57,43,77,89
"164",39.6592679541248,5.5954980340696,50,51,71,59,35,79,94
"165",35.1422708553066,5.00488444953819,47,49,62,56,33,77,96
"166",43.6183073936214,5.27936078205526,55,56,62,56,46,79,89
"167",36.234918909577,4.29409387473237,36,57,68,59,24,76,93
"168",32.7265160493616,5.62801715295725,36,46,53,50,40,88,87
