"","EGFR","IGFR","SOS","Ras","PI3K","AKT","Raf","Mek","Erk"
"1",35.120638567773,5.89367370242551,70,59,67,62,40,90,88
"2",37.5509299726662,3.9527018509387,70,60,70,58,43,78,95
"3",34.4931141627699,6.97133738622415,70,59,68,54,41,87,88
"4",41.7858424064134,4.61636789371164,70,73,67,61,47,83,92
"5",37.9885233154461,6.65414530227499,70,57,65,61,36,84,88
"6",34.538594847646,6.51221269395063,70,70,72,58,36,76,95
"7",38.4622871572855,5.08296573358591,70,52,69,63,42,87,91
"8",39.2149741153877,5.5672209148515,70,49,63,62,51,85,88
"9",38.7273440549605,3.97545152046554,70,64,69,50,36,79,90
"10",36.0838348385309,5.32300650302244,70,65,71,57,46,81,89
"11",41.5353435053525,6.04361245835618,70,54,69,59,41,78,87
"12",38.1695297092343,5.0990784868972,70,61,69,55,34,85,90
"13",35.1362782583746,4.54586309084564,70,60,67,55,41,79,83
"14",30.3559003384675,4.34421814754956,70,62,68,57,42,81,91
"15",40.3747927544293,4.96407757737749,70,60,63,53,45,84,89
"16",36.8651991729543,6.0691614606768,70,62,69,60,39,86,90
"17",36.9514292107032,4.51602506969872,70,55,68,60,39,80,91
"18",39.8315086320559,4.87898988867256,70,66,65,66,39,78,92
"19",39.4636635852943,3.70585999617916,70,59,76,60,40,77,90
"20",38.7817039636525,5.49431283601486,70,69,78,52,42,81,91
"21",39.7569321148247,6.30790152011415,70,57,71,53,45,81,94
"22",39.3464089021932,6.49704100940278,70,63,63,46,38,78,83
"23",37.2236949500956,5.81470273089736,70,54,63,56,36,76,84
"24",31.0319449124099,3.13021120979739,70,52,65,52,46,77,84
"25",38.8594772436841,5.48202950412376,70,63,60,47,48,83,90
"26",36.831613781413,5.4561356033012,70,53,66,55,49,88,93
"27",36.532613479884,4.64659971417009,70,54,63,57,38,89,87
"28",32.5877428483022,5.17048947094798,70,69,65,52,52,82,85
"29",35.5655498346741,4.1359640458731,70,51,56,59,26,71,88
"30",38.2538246805991,5.67923077401566,70,48,69,48,44,78,85
"31",41.0760386545871,4.6728989853469,70,54,66,47,47,86,87
"32",36.691636817971,3.43091781485605,70,58,68,62,44,75,86
"33",38.1630148346781,4.63254924382952,70,50,63,57,41,83,89
"34",36.8385848782513,6.36443492906985,70,46,68,52,44,84,93
"35",32.8688213295142,4.66571863526884,70,58,69,62,44,77,92
"36",35.755016310101,5.7327500422091,70,56,64,55,40,76,88
"37",35.817130138869,5.94658564019779,70,57,63,51,39,81,91
"38",36.8220598098664,5.00439870432637,70,58,63,58,38,80,92
"39",40.3000761159516,4.64767769445015,70,54,64,57,33,81,85
"40",39.2895272453726,4.4703044908665,70,50,62,62,39,73,91
"41",36.5064292112392,5.7395892255748,70,55,60,53,42,70,90
"42",36.2399149595905,3.93654258451719,70,69,72,60,50,86,89
"43",39.0908901262142,5.2462108435364,70,56,68,56,43,90,90
"44",38.669989596021,4.71050063343569,70,61,69,51,52,83,85
"45",34.9337329163514,2.73511064351206,70,60,66,57,38,86,89
"46",34.8775145291136,3.59114954392681,70,62,65,72,46,69,86
"47",38.0937458864105,5.91601932879257,70,57,69,61,43,80,93
"48",39.3055987735463,4.8087210494648,70,49,63,63,51,80,93
"49",36.6629613635493,5.80328321613365,70,57,73,51,41,86,85
"50",39.6433231793626,6.8874744633086,70,57,69,68,43,80,92
"51",38.1943176411012,6.47388118110914,70,61,59,55,38,80,93
"52",35.1639208202477,5.677268492313,70,60,63,54,39,87,89
"53",38.0233590742733,5.37996268656674,70,65,68,62,34,69,89
"54",33.6119107117576,4.80720157354267,70,64,69,58,40,81,89
"55",41.2990711051031,6.5778917949044,70,49,71,60,38,86,92
"56",42.9411996955176,5.59623410931845,70,63,73,65,37,81,93
"57",35.8983355706005,3.82642305912864,70,62,68,65,40,86,90
"58",33.8675961210504,4.84435746510968,70,57,70,55,48,75,87
"59",38.7091588823272,3.08109017973016,70,56,58,45,39,85,86
"60",36.5948361883575,4.80474115388936,70,61,65,55,42,79,81
"61",44.2048532815143,2.40767233005401,70,58,63,48,36,78,86
"62",36.8822799918005,6.31400216719805,70,64,76,56,42,82,89
"63",39.0692180873523,4.36445699896786,70,59,61,67,40,83,94
"64",37.084006476342,4.57002116130581,70,62,63,63,47,78,90
"65",34.7701803733528,4.83068166769804,70,64,72,62,44,86,91
"66",37.566376898543,5.61221817398913,70,64,69,61,41,83,90
"67",31.5851241133269,5.6783401772227,70,53,72,66,39,84,85
"68",41.3966645846887,5.56795197247167,70,62,65,55,48,88,89
"69",37.4597600146357,4.42745739607387,70,60,68,52,43,86,93
"70",43.5178350110865,3.63670874372166,70,54,70,63,40,75,88
"71",38.426528586699,4.6112777556621,70,62,68,58,41,84,89
"72",34.8701607072346,5.27791413245054,70,53,58,55,34,85,88
"73",38.8321790604672,4.17691887842798,70,61,71,60,40,83,85
"74",34.1977071050672,4.93115906552154,70,52,66,67,29,80,92
"75",33.2390997992827,3.8323376738702,70,62,67,52,38,78,88
"76",37.8743387065524,4.99169098578439,70,56,68,60,41,71,90
"77",35.6701243803447,5.1288554015974,70,47,70,54,43,83,89
"78",37.0033160548949,4.854124371539,70,54,71,62,41,84,89
"79",37.223023972455,4.83608904326393,70,62,69,48,47,80,87
"80",35.2314371614358,6.76355200278492,70,51,66,61,30,78,87
"81",35.2939938015445,5.76258651241832,70,63,75,62,47,72,88
"82",36.5944641546285,6.11143108073063,70,62,66,60,29,75,87
"83",40.5342609897196,4.07679304717017,70,59,74,49,51,85,90
"84",32.4292995987107,5.16434183842796,70,57,63,60,39,82,90
"85",38.7818385628853,6.15482518709727,70,56,72,56,34,70,90
"86",37.9988511136406,4.94347857547351,70,52,63,59,34,77,86
"87",40.1892995118291,2.87063935176535,70,54,69,59,39,80,90
"88",36.0874482290971,5.34484576209946,70,64,64,50,37,88,92
"89",38.1100564297489,3.09504455441447,70,58,68,47,40,79,89
"90",37.8012963723167,4.18882984685978,70,54,70,54,34,76,85
"91",35.372439907025,6.3240043212996,70,61,76,65,33,77,90
"92",40.6236034179495,5.61563684930267,70,60,64,60,34,75,94
"93",40.4812078470849,6.09166895553536,70,54,69,54,38,72,90
"94",39.100640948545,5.30660486151363,70,55,69,55,44,77,87
"95",41.7605003636225,4.88984123751714,70,53,71,55,48,82,90
"96",38.6754592766959,4.07568722687272,70,56,69,57,39,74,86
"97",33.1702233746259,6.59291375371919,70,56,69,60,29,81,91
"98",35.2802037572893,5.04501059812188,70,50,63,62,47,76,90
"99",33.3261621553049,4.28487159933212,70,59,71,54,40,85,92
"100",35.5797980906821,5.86522309971714,70,55,67,56,37,82,86
"101",35.1388999683276,6.0744409582779,70,60,63,59,41,84,86
"102",37.1263476194327,6.89565477419858,70,50,66,62,46,86,85
"103",34.2672350543427,4.39700269639491,70,64,70,49,45,88,90
"104",37.4740863172122,4.60913217927686,70,68,80,54,36,83,86
"105",35.0362460682435,4.58377796846981,70,62,74,61,38,81,90
"106",42.3018618081179,4.62434257717961,70,63,64,64,36,71,90
"107",39.1501224280516,4.63336905429764,70,61,63,56,49,86,90
"108",39.7305226884857,4.70432254729911,70,61,64,52,44,83,91
"109",38.152556073479,6.44182041019987,70,61,60,57,34,83,88
"110",42.0465282415583,4.30246170808696,70,53,65,61,35,75,90
"111",35.0927906381531,4.61183249407864,70,53,67,53,32,78,92
"112",35.6150658089183,5.65253645217152,70,60,64,58,49,81,87
"113",41.296846715625,6.12477244653513,70,61,68,62,42,77,86
"114",35.0479109400689,4.22788919697607,70,62,62,55,39,80,88
"115",36.3778577691941,4.49191378386171,70,50,61,56,38,81,89
